UrunKodu;Kategori;UrunAciklamasi;UrunAciklamasiEn;BirimFiyat;MaliyetFiyati;EklenmeTarihi;FiyatTL;FiyatUSD;FiyatEUR
LT-G4064;Belli Değil;Elektronik Terazi, 300 kg kap. 10 g hassasiyetli. 40x50 cm Platform;"Digital Platform Balance; 300 kg capacity, 10 gr sensitivity 40x50 cm";0,00;;2025-09-04 15:23:18.1648;0,00;0,00;0,00
LT-G4065;Belli Değil;Elektronik Terazi, 600 kg kap. 20 g hassasiyetli. 60x70 cm Platform;"Digital Platform Balance; 600 kg capacity, 20 gr sensitivity. 60x70 cm";0,00;;2025-09-04 15:23:18.1649;0,00;0,00;0,00
LT-G4075;Belli Değil;Nem Tayin Terazisi, 50 g kap. 0,0001 g (0,1mg) hassasiyetli.;"Moisture Balance, 50g capacity, 0,0001g (0,1mg) sensitivity.
";0,00;;2025-09-04 15:23:18.1650;0,00;;
LT-G4076;Belli Değil;"Nem Tayin Terazisi, 50 g kap. 0,001 g (1mg) hassasiyetli.
Radwag, Polonya          Model:ATS 120 hassasiyet:0,001g(1mg) Kapasite:120g";"Moisture Balance, 50g capacity, 0,001g (1mg) sensitivity.
Radwag, Poland.";0,00;;2025-09-04 15:23:18.1651;0,00;0,00;0,00
LT-G4077;Belli Değil;"Nem Tayin Terazisi, 110 g kap. 0,001 g (1mg) hassasiyetli.
Radwag, Polonya";"Moisture Balance, 110g capacity, 0,001g (1mg) sensitivity.
Radwag, Poland.";0,00;;2025-09-04 15:23:18.1652;0,00;0,00;0,00
LT-G4078;Belli Değil;"Nem Tayin Terazisi, 210 g kap. 0,001 g (1mg) hassasiyetli.
";"Moisture Balance, 210g capacity, 0,001g (1mg) sensitivity.
Radwag, Poland.";0,00;;2025-09-04 15:23:18.1653;0,00;0,00;0,00
XM 50 Halojen;Belli Değil;"Nem Tayin Terazisi, 60 g kap. 0,001 g (1mg) hassasiyetli.
İnfrared/Dark. Harici Kalibrasyon. Precisa, İsviçre";"Moisture Balance, 60g capacity, 0,001g (1mg) sensitivity.
Infrared/Dark. External Calibration. Precisa, Swiden";0,00;;2025-09-04 15:23:18.1654;0,00;0,00;0,00
XM 60 Halojen;Belli Değil;"Nem Tayin Terazisi, 124 g kap. 0,001 g (1mg) hassasiyetli.
İnfrared/Dark. Harici Kalibrasyon. Precisa, İsviçre";"Moisture Balance, 124 g capacity, 0,001g (1mg) sensitivity.
Infrared/Dark. External Calibration. Precisa, Swiden";0,00;;2025-09-04 15:23:18.1655;0,00;0,00;0,00
"XM 60 HR 
Halojen";Belli Değil;"Nem Tayin Terazisi, 124 g kap. 0,0001 g (0,1mg) hassasiyetli.
İnfrared/Dark. Harici Kalibrasyon. Precisa, İsviçre";"Moisture Balance, 124 g capacity, 0,0001g (0.1mg) sensitivity.
Infrared/Dark. External Calibration. Precisa, Swiden";0,00;;2025-09-04 15:23:18.1656;0,00;0,00;0,00
XM 66 Halojen;Belli Değil;"Nem Tayin Terazisi, 310 g kap. 0,001 g (1mg) hassasiyetli.
İnfrared/Dark. Harici Kalibrasyon. Precisa, İsviçre";"Moisture Balance, 310g capacity, 0,001g (1mg) sensitivity.
Infrared/Dark. External Calibration. Precisa, Swiden";0,00;;2025-09-04 15:23:18.1657;0,00;0,00;0,00
"EM 120 HR 
Halojen";Belli Değil;"Nem Tayin Terazisi, 124 g kap. 0,0001 g (0,1mg) hassasiyetli.
İnfrared/Dark. Otomatik Kalibrasyon. Precisa, İsviçre";"Moisture Balance, 124g capacity, 0,0001g (0.1mg)sensitivity.
Infrared/Dark. Automatic Calibration. Precisa, Swiden";0,00;;2025-09-04 15:23:18.1658;0,00;0,00;0,00
LT-G9050;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  1 mg";"Calibration Weight; Class M1; Stainless Steel. 1 mg";0,00;;2025-09-04 15:23:18.1659;0,00;0,00;0,00
LT-G9051;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  2 mg";"Calibration Weight; Class M1; Stainless Steel. 2 mg";0,00;;2025-09-04 15:23:18.1660;0,00;0,00;0,00
LT-G9052;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  5 mg";"Calibration Weight; Class M1; Stainless Steel. 5 mg";0,00;;2025-09-04 15:23:18.1661;0,00;0,00;0,00
LT-G9053;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  10 mg";"Calibration Weight; Class M1; Stainless Steel. 10 mg";0,00;;2025-09-04 15:23:18.1662;0,00;0,00;0,00
LT-G9054;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  20 mg";"Calibration Weight; Class M1; Stainless Steel. 20 mg";0,00;;2025-09-04 15:23:18.1663;0,00;0,00;0,00
LT-G9055;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  50 mg";"Calibration Weight; Class M1; Stainless Steel. 50 mg";0,00;;2025-09-04 15:23:18.1664;0,00;0,00;0,00
LT-G9056;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  100 mg";"Calibration Weight; Class M1; Stainless Steel. 100 mg";0,00;;2025-09-04 15:23:18.1665;0,00;0,00;0,00
LT-G9057;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  200 mg";"Calibration Weight; Class M1; Stainless Steel. 200 mg";0,00;;2025-09-04 15:23:18.1666;0,00;0,00;0,00
LT-G9058;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  500 mg";"Calibration Weight; Class M1; Stainless Steel. 500 mg";0,00;;2025-09-04 15:23:18.1667;0,00;0,00;0,00
LT-G9059;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 1 g";"Calibration Weight; Class M1; Stainless Steel.  1 g";0,00;;2025-09-04 15:23:18.1668;0,00;0,00;0,00
LT-G9060;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 2 g";"Calibration Weight; Class M1; Stainless Steel.  2 g";0,00;;2025-09-04 15:23:18.1669;0,00;0,00;0,00
LT-G9061;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 5 g";"Calibration Weight; Class M1; Stainless Steel.  5 g";0,00;;2025-09-04 15:23:18.1670;0,00;0,00;0,00
LT-G9062;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 10 g";"Calibration Weight; Class M1; Stainless Steel.  10 g";0,00;;2025-09-04 15:23:18.1671;0,00;0,00;0,00
LT-G9063;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 20 g";"Calibration Weight; Class M1; Stainless Steel.  20 g";0,00;;2025-09-04 15:23:18.1672;0,00;0,00;0,00
LT-G9064;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 50 g";"Calibration Weight; Class M1; Stainless Steel.  50 g";0,00;;2025-09-04 15:23:18.1673;0,00;0,00;0,00
LT-G9065;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 100 g";"Calibration Weight; Class M1; Stainless Steel.  100 g";0,00;;2025-09-04 15:23:18.1674;0,00;0,00;0,00
LT-G9066;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 200 g";"Calibration Weight; Class M1; Stainless Steel.  200 g";0,00;;2025-09-04 15:23:18.1675;0,00;0,00;0,00
LT-G9067;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 500 g";"Calibration Weight; Class M1; Stainless Steel.  500 g";0,00;;2025-09-04 15:23:18.1676;0,00;0,00;0,00
LT-G9068;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 500 g";"Calibration Weight; Class M1; Cast Iron.  500 g";0,00;;2025-09-04 15:23:18.1677;0,00;0,00;0,00
LT-G9068/1;Belli Değil;"Kutu; 1 - 500 g  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 1 - 500 g Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1678;0,00;0,00;0,00
LT-G9069;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 1 kg";"Calibration Weight; Class M1; Stainless Steel.  1 kg";0,00;;2025-09-04 15:23:18.1679;0,00;0,00;0,00
LT-G9069/1;Belli Değil;"Kutu; 1 kg  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 1 kg Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1680;0,00;0,00;0,00
LT-G9070;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 1 kg";"Calibration Weight; Class M1; Cast Iron.  1 kg";0,00;;2025-09-04 15:23:18.1681;0,00;0,00;0,00
LT-G9071;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik. 2 kg";"Calibration Weight; Class M1; Stainless Steel.  2 kg";0,00;;2025-09-04 15:23:18.1682;0,00;0,00;0,00
LT-G9071/1;Belli Değil;"Kutu; 2 kg  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 2 kg Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1683;0,00;0,00;0,00
LT-G9072;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 2 kg";"Calibration Weight; Class M1; Cast Iron.  2 kg";0,00;850,00;2025-09-04 15:23:18.1684;0,00;0,00;0,00
LT-G9073;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  5 kg";"Calibration Weight; Class M1; Stainless Steel.  5 kg";0,00;;2025-09-04 15:23:18.1685;0,00;0,00;0,00
LT-G9073/1;Belli Değil;"Kutu; 5 kg  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 5 kg Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1686;0,00;0,00;0,00
LT-G9074;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm.  5 kg";"Calibration Weight; Class M1; Cast Iron.  5 kg";0,00;;2025-09-04 15:23:18.1687;0,00;0,00;0,00
LT-G9074/1;Belli Değil;"Ahşap Kutu; 5 kg  M1 Sınıfı; Pik Döküm Kalibrasyon Ağırlığı için";"Wooden Box for 5 kg Class M1; Cast Iron Calibration Weight";0,00;;2025-09-04 15:23:18.1688;0,00;0,00;0,00
LT-G9075;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  10 kg";"Calibration Weight; Class M1; Stainless Steel.  10 kg";0,00;;2025-09-04 15:23:18.1689;0,00;0,00;0,00
LT-G9075/1;Belli Değil;"Kutu; 10 kg  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 10 kg Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1690;0,00;0,00;0,00
LT-G9076;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm.  10 kg";"Calibration Weight; Class M1; Cast Iron.  10 kg";0,00;1450,00;2025-09-04 15:23:18.1691;0,00;0,00;0,00
LT-G9076/1;Belli Değil;"Ahşap Kutu; 10 kg  M1 Sınıfı; Pik Döküm Kalibrasyon Ağırlığı için";"Wooden Box for 10 kg Class M1; Cast Iron Calibration Weight";0,00;;2025-09-04 15:23:18.1692;0,00;0,00;0,00
LT-G9077;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Paslanmaz Çelik.  20 kg";"Calibration Weight; Class M1; Stainless Steel.  20 kg";0,00;;2025-09-04 15:23:18.1693;0,00;0,00;0,00
LT-G9077/1;Belli Değil;"Kutu; 20 kg  M1 Sınıfı; Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 20 kg Class M1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1694;0,00;0,00;0,00
LT-G9078;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm.  20 kg";"Calibration Weight; Class M1; Cast Iron.  20 kg";0,00;2000,00;2025-09-04 15:23:18.1695;0,00;0,00;0,00
LT-G9078/1;Belli Değil;"Ahşap Kutu; 20 kg  M1 Sınıfı; Pik Döküm Kalibrasyon Ağırlığı için";"Wooden Box for 20 kg Class M1; Cast Iron Calibration Weight";0,00;;2025-09-04 15:23:18.1696;0,00;0,00;0,00
LT-G9079;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm.  50 kg";"Calibration Weight; Class M1; Cast Iron.  50 kg";0,00;5250,00;2025-09-04 15:23:18.1697;0,00;0,00;0,00
LT-G9080;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm.  100 kg";"Calibration Weight; Class M1; Cast Iron.  100 kg";0,00;;2025-09-04 15:23:18.1698;0,00;0,00;0,00
LT-G9081;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 200 kg";"Calibration Weight; Class M1; Cast Iron. 200 kg";0,00;;2025-09-04 15:23:18.1699;0,00;0,00;0,00
LT-G9082;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 500 kg";"Calibration Weight; Class M1; Cast Iron. 500 kg";0,00;;2025-09-04 15:23:18.1700;0,00;0,00;0,00
LT-G9083;Belli Değil;"Kalibrasyon Ağırlığı; M1 Sınıfı; Pik Döküm. 1000 kg";"Calibration Weight; Class M1; Cast Iron. 1000 kg";0,00;;2025-09-04 15:23:18.1701;0,00;0,00;0,00
LT-G9084;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 500 g - 5 kg;Calibration Certificate for 500 g - 5 kg;0,00;;2025-09-04 15:23:18.1702;0,00;0,00;0,00
LT-G9085;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 10 kg - 20 kg;Calibration Certificate for 10 kg - 20 kg;0,00;;2025-09-04 15:23:18.1703;0,00;0,00;0,00
LT-G9086;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 50 kg;Calibration Certificate for 50 kg;0,00;;2025-09-04 15:23:18.1704;0,00;0,00;0,00
LT-G9100;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  1 mg";"Calibration Weight; Class F1; Stainless Steel.1 mg";0,00;;2025-09-04 15:23:18.1705;0,00;0,00;0,00
LT-G9101;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  2 mg";"Calibration Weight; Class F1; Stainless Steel.2 mg";0,00;;2025-09-04 15:23:18.1706;0,00;0,00;0,00
LT-G9102;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  5 mg";"Calibration Weight; Class F1; Stainless Steel.5 mg";0,00;;2025-09-04 15:23:18.1707;0,00;0,00;0,00
LT-G9103;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  10 mg";"Calibration Weight; Class F1; Stainless Steel.10 mg";0,00;;2025-09-04 15:23:18.1708;0,00;0,00;0,00
LT-G9104;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  20 mg";"Calibration Weight; Class F1; Stainless Steel.20 mg";0,00;;2025-09-04 15:23:18.1709;0,00;0,00;0,00
LT-G9105;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  50 mg";"Calibration Weight; Class F1; Stainless Steel.50 mg";0,00;;2025-09-04 15:23:18.1710;0,00;0,00;0,00
LT-G9106;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  100 mg";"Calibration Weight; Class F1; Stainless Steel.100 mg";0,00;;2025-09-04 15:23:18.1711;0,00;0,00;0,00
LT-G9107;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  200 mg";"Calibration Weight; Class F1; Stainless Steel.200 mg";0,00;;2025-09-04 15:23:18.1712;0,00;0,00;0,00
LT-G9108;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  500 mg";"Calibration Weight; Class F1; Stainless Steel.500 mg";0,00;;2025-09-04 15:23:18.1713;0,00;0,00;0,00
LT-G9109;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  1 g";"Calibration Weight; Class F1; Stainless Steel. 1 g";0,00;;2025-09-04 15:23:18.1714;0,00;0,00;0,00
LT-G9110;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  2 g";"Calibration Weight; Class F1; Stainless Steel. 2 g";0,00;;2025-09-04 15:23:18.1715;0,00;0,00;0,00
LT-G9111;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  5 g";"Calibration Weight; Class F1; Stainless Steel. 5 g";0,00;;2025-09-04 15:23:18.1716;0,00;0,00;0,00
LT-G9112;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  10 g";"Calibration Weight; Class F1; Stainless Steel. 10 g";0,00;;2025-09-04 15:23:18.1717;0,00;0,00;0,00
LT-G9113;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  20 g";"Calibration Weight; Class F1; Stainless Steel. 20 g";0,00;;2025-09-04 15:23:18.1718;0,00;0,00;0,00
LT-G9114;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  50 g";"Calibration Weight; Class F1; Stainless Steel. 50 g";0,00;;2025-09-04 15:23:18.1719;0,00;0,00;0,00
LT-G9115;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  100 g";"Calibration Weight; Class F1; Stainless Steel. 100 g";0,00;;2025-09-04 15:23:18.1720;0,00;0,00;0,00
LT-G9116;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  200 g";"Calibration Weight; Class F1; Stainless Steel. 200 g";0,00;;2025-09-04 15:23:18.1721;0,00;0,00;0,00
LT-G9117;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  500 g";"Calibration Weight; Class F1; Stainless Steel. 500 g";0,00;;2025-09-04 15:23:18.1722;0,00;0,00;0,00
LT-G9118;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  1 kg";"Calibration Weight; Class F1; Stainless Steel. 1 kg";0,00;;2025-09-04 15:23:18.1723;0,00;0,00;0,00
LT-G9119;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  2 kg";"Calibration Weight; Class F1; Stainless Steel. 2 kg";0,00;;2025-09-04 15:23:18.1724;0,00;0,00;0,00
LT-G9120;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  5 kg";"Calibration Weight; Class F1; Stainless Steel. 5 kg";0,00;;2025-09-04 15:23:18.1725;0,00;0,00;0,00
LT-G9121;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  10 kg";"Calibration Weight; Class F1; Stainless Steel. 10 kg";0,00;;2025-09-04 15:23:18.1726;0,00;0,00;0,00
LT-G9122;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  20 kg";"Calibration Weight; Class F1; Stainless Steel. 20 kg";0,00;;2025-09-04 15:23:18.1727;0,00;0,00;0,00
LT-G9123;Belli Değil;"Kalibrasyon Ağırlığı; F1 Sınıfı; Paslanmaz Çelik.  50 kg";"Calibration Weight; Class F1; Stainless Steel. 50 kg";0,00;;2025-09-04 15:23:18.1728;0,00;0,00;0,00
LT-G9124;Belli Değil;"Kutu; 1 mg - 500 g  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 1 mg - 500 g Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1729;0,00;0,00;0,00
LT-G9125;Belli Değil;"Kutu; 1 kg - 2 kg  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 1 kg - 2 kg Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1730;0,00;0,00;0,00
LT-G9126;Belli Değil;"Kutu; 5 kg  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 5 kg Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1731;0,00;0,00;0,00
LT-G9127;Belli Değil;"Kutu; 10 kg  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 10 kg Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1732;0,00;0,00;0,00
LT-G9128;Belli Değil;"Kutu; 20 kg  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 20 kg Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1733;0,00;0,00;0,00
LT-G9129;Belli Değil;"Kutu; 50 kg  F1 Sınıfı;  Paslanmaz Çelik Kalibrasyon Ağırlığı için";"Box for 50 kg Class F1; Stainless Steel Calibration Weight";0,00;;2025-09-04 15:23:18.1734;0,00;0,00;0,00
LT-G9130;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 1 mg - 2 kg;Calibration Certificate for 1 mg - 2 kg;0,00;;2025-09-04 15:23:18.1735;0,00;0,00;0,00
LT-G9131;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 5 kg - 10 kg;Calibration Certificate for 5 kg - 10 kg;0,00;;2025-09-04 15:23:18.1736;0,00;0,00;0,00
LT-G9132;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 20 kg;Calibration Certificate for 20 kg;0,00;;2025-09-04 15:23:18.1737;0,00;0,00;0,00
LT-G9133;Belli Değil;TÜRKAK Kalibrasyon Sertifikası. 50 kg;Calibration Certificate for 50 kg;0,00;;2025-09-04 15:23:18.1738;0,00;0,00;0,00
LT-G9150;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 1 mg";"Calibration Weight; Class E2; Stainless Steel. 1 mg";0,00;;2025-09-04 15:23:18.1739;0,00;0,00;0,00
LT-G9151;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 2 mg";"Calibration Weight; Class E2; Stainless Steel. 2 mg";0,00;;2025-09-04 15:23:18.1740;0,00;0,00;0,00
LT-G9152;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 5 mg";"Calibration Weight; Class E2; Stainless Steel. 5 mg";0,00;;2025-09-04 15:23:18.1741;0,00;0,00;0,00
LT-G9153;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 10 mg";"Calibration Weight; Class E2; Stainless Steel. 10 mg";0,00;;2025-09-04 15:23:18.1742;0,00;0,00;0,00
LT-G9154;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 20 mg";"Calibration Weight; Class E2; Stainless Steel. 20 mg";0,00;;2025-09-04 15:23:18.1743;0,00;0,00;0,00
LT-G9155;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 50 mg";"Calibration Weight; Class E2; Stainless Steel. 50 mg";0,00;;2025-09-04 15:23:18.1744;0,00;0,00;0,00
LT-G9156;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 100 mg";"Calibration Weight; Class E2; Stainless Steel. 100 mg";0,00;;2025-09-04 15:23:18.1745;0,00;0,00;0,00
LT-G9157;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 200 mg";"Calibration Weight; Class E2; Stainless Steel. 200 mg";0,00;;2025-09-04 15:23:18.1746;0,00;0,00;0,00
LT-G9158;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik. 500 mg";"Calibration Weight; Class E2; Stainless Steel. 500 mg";0,00;;2025-09-04 15:23:18.1747;0,00;0,00;0,00
LT-G9159;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  1 g";"Calibration Weight; Class E2; Stainless Steel.  1 g";0,00;;2025-09-04 15:23:18.1748;0,00;0,00;0,00
LT-G9160;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  2 g";"Calibration Weight; Class E2; Stainless Steel.  2 g";0,00;;2025-09-04 15:23:18.1749;0,00;0,00;0,00
LT-G9161;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  5 g";"Calibration Weight; Class E2; Stainless Steel.  5 g";0,00;;2025-09-04 15:23:18.1750;0,00;0,00;0,00
LT-G9162;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  10 g";"Calibration Weight; Class E2; Stainless Steel.  10 g";0,00;;2025-09-04 15:23:18.1751;0,00;0,00;0,00
LT-G9163;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  20 g";"Calibration Weight; Class E2; Stainless Steel.  20 g";0,00;;2025-09-04 15:23:18.1752;0,00;0,00;0,00
LT-G9164;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  50 g";"Calibration Weight; Class E2; Stainless Steel.  50 g";0,00;;2025-09-04 15:23:18.1753;0,00;0,00;0,00
LT-G9165;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  100 g";"Calibration Weight; Class E2; Stainless Steel.  100 g";0,00;;2025-09-04 15:23:18.1754;0,00;0,00;0,00
LT-G9166;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  200 g";"Calibration Weight; Class E2; Stainless Steel.  200 g";0,00;;2025-09-04 15:23:18.1755;0,00;0,00;0,00
LT-G9167;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  500 g";"Calibration Weight; Class E2; Stainless Steel.  500 g";0,00;;2025-09-04 15:23:18.1756;0,00;0,00;0,00
LT-G9168;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  1 kg";"Calibration Weight; Class E2; Stainless Steel.  1 kg";0,00;;2025-09-04 15:23:18.1757;0,00;0,00;0,00
LT-G9169;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  2 kg";"Calibration Weight; Class E2; Stainless Steel.  2 kg";0,00;;2025-09-04 15:23:18.1758;0,00;0,00;0,00
LT-G9170;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  5 kg";"Calibration Weight; Class E2; Stainless Steel.  5 kg";0,00;;2025-09-04 15:23:18.1759;0,00;0,00;0,00
LT-G9171;Belli Değil;"Kalibrasyon Ağırlığı; E2 Sınıfı; Paslanmaz Çelik.  10 kg";"Calibration Weight; Class E2; Stainless Steel.  10 kg";0,00;;2025-09-04 15:23:18.1760;0,00;0,00;0,00
